"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11479","Опубликовать отзыв на странице продукта","chromium","Wed Jan 29 01:44:02 GMT 2025","passed","Wed Jan 29 01:44:13 GMT 2025","","tests.spec.js","",""
"","8108","Выбрать количество товара в карточке","chromium","Wed Jan 29 01:44:13 GMT 2025","passed","Wed Jan 29 01:44:21 GMT 2025","","tests.spec.js","",""
"","2447","Проверить пагинацию на главной странице","chromium","Wed Jan 29 01:43:46 GMT 2025","passed","Wed Jan 29 01:43:48 GMT 2025","","tests.spec.js","",""
"","3225","Проверить отображение товара на главной странице","chromium","Wed Jan 29 01:43:48 GMT 2025","passed","Wed Jan 29 01:43:51 GMT 2025","","tests.spec.js","",""
"","10189","Выбрать валюту в карточке товара","chromium","Wed Jan 29 01:43:52 GMT 2025","passed","Wed Jan 29 01:44:02 GMT 2025","","tests.spec.js","",""
