"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3769","Проверить отображение товара на главной странице","chromium","Fri Jan 10 01:49:26 GMT 2025","passed","Fri Jan 10 01:49:30 GMT 2025","","tests.spec.js","",""
"","11437","Опубликовать отзыв на странице продукта","chromium","Fri Jan 10 01:49:40 GMT 2025","passed","Fri Jan 10 01:49:51 GMT 2025","","tests.spec.js","",""
"","10111","Выбрать валюту в карточке товара","chromium","Fri Jan 10 01:49:30 GMT 2025","passed","Fri Jan 10 01:49:40 GMT 2025","","tests.spec.js","",""
"","2123","Проверить пагинацию на главной странице","chromium","Fri Jan 10 01:49:23 GMT 2025","passed","Fri Jan 10 01:49:25 GMT 2025","","tests.spec.js","",""
"","6472","Выбрать количество товара в карточке","chromium","Fri Jan 10 01:49:51 GMT 2025","passed","Fri Jan 10 01:49:58 GMT 2025","","tests.spec.js","",""
