"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2101","Проверить пагинацию на главной странице","chromium","Mon Dec 30 01:49:41 GMT 2024","passed","Mon Dec 30 01:49:43 GMT 2024","","tests.spec.js","",""
"","11402","Опубликовать отзыв на странице продукта","chromium","Mon Dec 30 01:49:58 GMT 2024","passed","Mon Dec 30 01:50:09 GMT 2024","","tests.spec.js","",""
"","10251","Выбрать валюту в карточке товара","chromium","Mon Dec 30 01:49:47 GMT 2024","passed","Mon Dec 30 01:49:58 GMT 2024","","tests.spec.js","",""
"","6589","Выбрать количество товара в карточке","chromium","Mon Dec 30 01:50:09 GMT 2024","passed","Mon Dec 30 01:50:16 GMT 2024","","tests.spec.js","",""
"","2962","Проверить отображение товара на главной странице","chromium","Mon Dec 30 01:49:44 GMT 2024","passed","Mon Dec 30 01:49:47 GMT 2024","","tests.spec.js","",""
