"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10382","Выбрать валюту в карточке товара","chromium","Sat Dec 28 01:44:30 GMT 2024","passed","Sat Dec 28 01:44:40 GMT 2024","","tests.spec.js","",""
"","11589","Опубликовать отзыв на странице продукта","chromium","Sat Dec 28 01:44:40 GMT 2024","passed","Sat Dec 28 01:44:52 GMT 2024","","tests.spec.js","",""
"","3427","Проверить отображение товара на главной странице","chromium","Sat Dec 28 01:44:27 GMT 2024","passed","Sat Dec 28 01:44:30 GMT 2024","","tests.spec.js","",""
"","8307","Выбрать количество товара в карточке","chromium","Sat Dec 28 01:44:52 GMT 2024","passed","Sat Dec 28 01:45:00 GMT 2024","","tests.spec.js","",""
"","2361","Проверить пагинацию на главной странице","chromium","Sat Dec 28 01:44:23 GMT 2024","passed","Sat Dec 28 01:44:25 GMT 2024","","tests.spec.js","",""
