"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9951","Выбрать валюту в карточке товара","chromium","Sat Jan 11 01:47:13 GMT 2025","passed","Sat Jan 11 01:47:23 GMT 2025","","tests.spec.js","",""
"","1589","Проверить пагинацию на главной странице","chromium","Sat Jan 11 01:47:07 GMT 2025","passed","Sat Jan 11 01:47:09 GMT 2025","","tests.spec.js","",""
"","11133","Опубликовать отзыв на странице продукта","chromium","Sat Jan 11 01:47:23 GMT 2025","passed","Sat Jan 11 01:47:34 GMT 2025","","tests.spec.js","",""
"","3251","Проверить отображение товара на главной странице","chromium","Sat Jan 11 01:47:10 GMT 2025","passed","Sat Jan 11 01:47:13 GMT 2025","","tests.spec.js","",""
"","7258","Выбрать количество товара в карточке","chromium","Sat Jan 11 01:47:34 GMT 2025","passed","Sat Jan 11 01:47:41 GMT 2025","","tests.spec.js","",""
